Date,Station Id,Station Name,Elevation (ft),Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
May-04,528,Hole-in-Rock,9168,9.9,0.2,1,,,
Jun-04,528,Hole-in-Rock,9168,10.6,0,0,,,
Jul-04,528,Hole-in-Rock,9168,12.7,0,0,,,
Aug-04,528,Hole-in-Rock,9168,14.4,0,0,,,
Sep-04,528,Hole-in-Rock,9168,16.4,0,0,,,
Oct-04,528,Hole-in-Rock,9168,0,0,0,,,
Nov-04,528,Hole-in-Rock,9168,3.4,1.7,11,,,
Dec-04,528,Hole-in-Rock,9168,5,2.5,16,,,
Jan-05,528,Hole-in-Rock,9168,6.1,3.9,22,,,
Feb-05,528,Hole-in-Rock,9168,7.5,5.3,29,,,
Mar-05,528,Hole-in-Rock,9168,8.6,5.7,30,,,
Apr-05,528,Hole-in-Rock,9168,10.3,8,29,,,
May-05,528,Hole-in-Rock,9168,11.5,1.9,12,,,
Jun-05,528,Hole-in-Rock,9168,14.5,0,0,,,
Jul-05,528,Hole-in-Rock,9168,15.4,0,0,,,
Aug-05,528,Hole-in-Rock,9168,18.2,0,0,,,
Sep-05,528,Hole-in-Rock,9168,19.5,0,0,,,
Oct-05,528,Hole-in-Rock,9168,0,0,0,,,
Nov-05,528,Hole-in-Rock,9168,1.4,0.3,2,,,
Dec-05,528,Hole-in-Rock,9168,3.2,2.4,13,,,
Jan-06,528,Hole-in-Rock,9168,4.2,3.7,17,,,
Feb-06,528,Hole-in-Rock,9168,5.6,5,26,,,
Mar-06,528,Hole-in-Rock,9168,6.5,5.9,28,,,
Apr-06,528,Hole-in-Rock,9168,8.5,7.8,31,,,
May-06,528,Hole-in-Rock,9168,10.3,0.5,1,,,
Jun-06,528,Hole-in-Rock,9168,11.3,0,0,,,
Jul-06,528,Hole-in-Rock,9168,12.1,0,0,60,85,38
Aug-06,528,Hole-in-Rock,9168,14.1,0,0,54,76,33
Sep-06,528,Hole-in-Rock,9168,16.7,0,0,44,71,22
Oct-06,528,Hole-in-Rock,9168,0,0,0,37,62,13
Nov-06,528,Hole-in-Rock,9168,2.6,0.9,8,29,59,-14
Dec-06,528,Hole-in-Rock,9168,3.5,1.7,12,22,46,-8
Jan-07,528,Hole-in-Rock,9168,5.4,3.8,25,17,47,-21
Feb-07,528,Hole-in-Rock,9168,6.7,4.9,29,25,54,-10
Mar-07,528,Hole-in-Rock,9168,7.8,6.2,33,32,60,-13
Apr-07,528,Hole-in-Rock,9168,9.6,7,22,36,67,10
May-07,528,Hole-in-Rock,9168,10.7,0,0,44,68,17
Jun-07,528,Hole-in-Rock,9168,13.4,0,0,55,80,28
Jul-07,528,Hole-in-Rock,9168,13.5,0,0,61,82,41
Aug-07,528,Hole-in-Rock,9168,15,0,0,58,81,35
Sep-07,528,Hole-in-Rock,9168,17.4,0,0,48,72,18
Oct-07,528,Hole-in-Rock,9168,0,0,0,39,64,11
Nov-07,528,Hole-in-Rock,9168,3.4,0,0,32,56,0
Dec-07,528,Hole-in-Rock,9168,3.8,0.2,3,17,49,-12
Jan-08,528,Hole-in-Rock,9168,4.8,1.5,12,17,47,-12
Feb-08,528,Hole-in-Rock,9168,6.3,2.8,18,22,49,-7
Mar-08,528,Hole-in-Rock,9168,8.4,5.1,26,24,52,-10
Apr-08,528,Hole-in-Rock,9168,10.4,6.9,30,30,59,2
May-08,528,Hole-in-Rock,9168,11.7,4.2,14,40,71,17
Jun-08,528,Hole-in-Rock,9168,13.7,0,0,50,75,26
Jul-08,528,Hole-in-Rock,9168,15.6,0,0,59,78,32
Aug-08,528,Hole-in-Rock,9168,16.7,0,0,56,81,30
Sep-08,528,Hole-in-Rock,9168,18.4,0,0,47,67,25
Oct-08,528,Hole-in-Rock,9168,0,0,0,38,63,2
Nov-08,528,Hole-in-Rock,9168,1.8,0,0,32,57,9
Dec-08,528,Hole-in-Rock,9168,2.5,0.4,4,22,48,-7
Jan-09,528,Hole-in-Rock,9168,3.7,1.5,10,26,53,-21
Feb-09,528,Hole-in-Rock,9168,4.4,2.3,14,24,48,-8
Mar-09,528,Hole-in-Rock,9168,5.4,3.2,18,27,56,-5
Apr-09,528,Hole-in-Rock,9168,7.5,4.7,22,33,59,3
May-09,528,Hole-in-Rock,9168,12.5,4.2,16,44,71,20
Jun-09,528,Hole-in-Rock,9168,13.7,0,0,47,73,28
Jul-09,528,Hole-in-Rock,9168,16.3,0,0,57,78,33
Aug-09,528,Hole-in-Rock,9168,18.5,0,0,54,81,29
Sep-09,528,Hole-in-Rock,9168,19.5,0,0,50,72,21
Oct-09,528,Hole-in-Rock,9168,0,0,0,33,62,10
Nov-09,528,Hole-in-Rock,9168,3.6,1.7,14,29,62,0
Dec-09,528,Hole-in-Rock,9168,4,1.5,11,16,43,-19
Jan-10,528,Hole-in-Rock,9168,4.6,2.6,17,23,47,-7
Feb-10,528,Hole-in-Rock,9168,5,3,20,19,45,-9
Mar-10,528,Hole-in-Rock,9168,6,4.2,24,26,55,-6
Apr-10,528,Hole-in-Rock,9168,9.6,7.5,36,33,59,8
May-10,528,Hole-in-Rock,9168,12.4,3.1,10,38,64,8
Jun-10,528,Hole-in-Rock,9168,15.5,0,0,51,75,28
Jul-10,528,Hole-in-Rock,9168,17.5,0,0,57,79,35
Aug-10,528,Hole-in-Rock,9168,19.8,0,0,55,77,29
Sep-10,528,Hole-in-Rock,9168,22.2,0,0,51,74,22
Oct-10,528,Hole-in-Rock,9168,0,0,0,40,68,10
Nov-10,528,Hole-in-Rock,9168,1.7,0.6,2,27,59,-16
Dec-10,528,Hole-in-Rock,9168,3.6,1.6,12,25,49,-20
Jan-11,528,Hole-in-Rock,9168,5.8,3.5,22,23,47,-15
Feb-11,528,Hole-in-Rock,9168,6.5,4.9,30,20,49,-13
Mar-11,528,Hole-in-Rock,9168,8.4,6.7,33,28,52,0
Apr-11,528,Hole-in-Rock,9168,10.8,8.7,34,31,57,6
May-11,528,Hole-in-Rock,9168,14.8,9.4,29,38,61,3
Jun-11,528,Hole-in-Rock,9168,20.4,0.6,1,50,75,21
Jul-11,528,Hole-in-Rock,9168,21.3,0,0,57,79,36
Aug-11,528,Hole-in-Rock,9168,24.5,0,0,57,78,35
Sep-11,528,Hole-in-Rock,9168,27.4,0,0,48,70,29
Oct-11,528,Hole-in-Rock,9168,0,0,0,39,67,5
Nov-11,528,Hole-in-Rock,9168,3.2,0,0,26,50,-2
Dec-11,528,Hole-in-Rock,9168,5.4,2,15,20,49,-20
Jan-12,528,Hole-in-Rock,9168,7.1,3.8,21,25,51,-20
Feb-12,528,Hole-in-Rock,9168,7.7,4.8,24,19,45,-10
Mar-12,528,Hole-in-Rock,9168,10.4,7.2,36,33,58,-7
Apr-12,528,Hole-in-Rock,9168,12.1,5.3,16,38,66,8
May-12,528,Hole-in-Rock,9168,14,0,0,45,70,15
Jun-12,528,Hole-in-Rock,9168,14.3,0,0,56,79,21
Jul-12,528,Hole-in-Rock,9168,14.3,0,0,59,79,39
Aug-12,528,Hole-in-Rock,9168,16.5,0,0,59,79,38
Sep-12,528,Hole-in-Rock,9168,17.6,0,0,49,72,27
Oct-12,528,Hole-in-Rock,9168,0,0,0,39,65,2
Nov-12,528,Hole-in-Rock,9168,1.4,0.3,2,32,58,-2
Dec-12,528,Hole-in-Rock,9168,3,2,10,20,47,-8
Jan-13,528,Hole-in-Rock,9168,5.3,4.5,21,20,52,-26
Feb-13,528,Hole-in-Rock,9168,6.1,5.1,25,20,45,-14
Mar-13,528,Hole-in-Rock,9168,6.8,5.8,28,28,56,-13
Apr-13,528,Hole-in-Rock,9168,8.8,7.4,27,31,58,3
May-13,528,Hole-in-Rock,9168,13,7.8,24,43,69,6
Jun-13,528,Hole-in-Rock,9168,14.4,0,0,55,80,26
Jul-13,528,Hole-in-Rock,9168,14.4,0,0,59,79,39
Aug-13,528,Hole-in-Rock,9168,16.1,0,0,57,78,38
Sep-13,528,Hole-in-Rock,9168,17.1,0,0,48,74,18
Oct-13,528,Hole-in-Rock,9168,0,0,0,36,64,10
Nov-13,528,Hole-in-Rock,9168,2.2,0.8,6,29,54,3
Dec-13,528,Hole-in-Rock,9168,3.4,1.3,10,21,48,-26
Jan-14,528,Hole-in-Rock,9168,4.8,2.9,17,26,48,-2
Feb-14,528,Hole-in-Rock,9168,5.9,4.1,25,25,48,-14
Mar-14,528,Hole-in-Rock,9168,7.4,5.6,30,30,56,-4
Apr-14,528,Hole-in-Rock,9168,9.1,6.6,28,34,58,0
May-14,528,Hole-in-Rock,9168,11,0,0,44,71,13
Jun-14,528,Hole-in-Rock,9168,13.9,0,0,50,72,28
Jul-14,528,Hole-in-Rock,9168,14.5,0,0,59,79,30
Aug-14,528,Hole-in-Rock,9168,17.2,0,0,52,75,34
Sep-14,528,Hole-in-Rock,9168,20.9,0,0,50,72,20
Oct-14,528,Hole-in-Rock,9168,0,0,0,42,63,13
Nov-14,528,Hole-in-Rock,9168,0.4,0,0,29,56,-12
Dec-14,528,Hole-in-Rock,9168,2.4,0.9,5,22,51,-24
Jan-15,528,Hole-in-Rock,9168,3.8,2.6,16,30,54,-9
Feb-15,528,Hole-in-Rock,9168,4.5,3.6,16,28,56,-13
Mar-15,528,Hole-in-Rock,9168,5.7,4.8,26,34,61,0
Apr-15,528,Hole-in-Rock,9168,6.5,1,2,35,63,2
May-15,528,Hole-in-Rock,9168,10.5,0,0,40,66,23
Jun-15,528,Hole-in-Rock,9168,15.3,0,0,56,79,33
Jul-15,528,Hole-in-Rock,9168,17.5,0,0,54,77,29
Aug-15,528,Hole-in-Rock,9168,20.5,0,0,56,76,33
Sep-15,528,Hole-in-Rock,9168,23,0,0,52,74,25
Oct-15,528,Hole-in-Rock,9168,0,0,0,43,68,17
Nov-15,528,Hole-in-Rock,9168,1.1,0,0,24,55,-10
Dec-15,528,Hole-in-Rock,9168,4.1,2.4,12,20,54,-15
Jan-16,528,Hole-in-Rock,9168,5.7,3.2,18,23,45,-14
Feb-16,528,Hole-in-Rock,9168,7.6,5.5,27,28,53,-3
Mar-16,528,Hole-in-Rock,9168,8.7,6.7,26,30,55,-3
Apr-16,528,Hole-in-Rock,9168,11.5,10,30,35,60,12
May-16,528,Hole-in-Rock,9168,15.6,6.5,18,40,64,12
Jun-16,528,Hole-in-Rock,9168,20.8,0,0,56,80,30
Jul-16,528,Hole-in-Rock,9168,21.9,0,0,59,79,31
Aug-16,528,Hole-in-Rock,9168,22.6,0,0,56,77,32
Sep-16,528,Hole-in-Rock,9168,24.1,0,0,48,72,27
Oct-16,528,Hole-in-Rock,9168,0,0,0,41,62,10
Nov-16,528,Hole-in-Rock,9168,1.6,0,0,32,58,-7
Dec-16,528,Hole-in-Rock,9168,2.9,1,8,22,48,-18
Jan-17,528,Hole-in-Rock,9168,4.8,2.9,18,20,46,-23
Feb-17,528,Hole-in-Rock,9168,6.9,5.1,24,27,55,-10
Mar-17,528,Hole-in-Rock,9168,8.8,6.6,34,35,59,7
Apr-17,528,Hole-in-Rock,9168,13.6,7.9,40,33,56,2
May-17,528,Hole-in-Rock,9168,15.7,5.5,16,43,65,14
Jun-17,528,Hole-in-Rock,9168,17.3,0,0,54,76,30
Jul-17,528,Hole-in-Rock,9168,17.6,0,0,58,77,31
Aug-17,528,Hole-in-Rock,9168,21,0,0,55,75,36
Sep-17,528,Hole-in-Rock,9168,23.6,0,0,47,76,18
Oct-17,528,Hole-in-Rock,9168,0,0,0,37,61,10
Nov-17,528,Hole-in-Rock,9168,0.9,0,0,34,58,-1
Dec-17,528,Hole-in-Rock,9168,2.1,1.3,6,28,51,-3
Jan-18,528,Hole-in-Rock,9168,3.1,2.5,13,27,52,-7
Feb-18,528,Hole-in-Rock,9168,4.5,4,18,21,45,-20
Mar-18,528,Hole-in-Rock,9168,5.4,4.9,24,28,51,-4
Oct-78,533,Horse Ridge,8199,0,0,,,,
Nov-78,533,Horse Ridge,8199,0.3,0.4,,,,
Dec-78,533,Horse Ridge,8199,4.5,3,,,,
Jan-79,533,Horse Ridge,8199,12.9,12.8,,,,
Feb-79,533,Horse Ridge,8199,19,20,,,,
Mar-79,533,Horse Ridge,8199,21.8,24.5,,,,
Apr-79,533,Horse Ridge,8199,25.3,30.3,,,,
May-79,533,Horse Ridge,8199,27.2,18.8,,,,
Jun-79,533,Horse Ridge,8199,29.6,0,,,,
Jul-79,533,Horse Ridge,8199,30.1,0,,,,
Aug-79,533,Horse Ridge,8199,30.5,0,,,,
Sep-79,533,Horse Ridge,8199,31.5,0,,,,
Oct-79,533,Horse Ridge,8199,0,0,,,,
Nov-79,533,Horse Ridge,8199,4.1,0.7,,,,
Dec-79,533,Horse Ridge,8199,7.6,3.5,,,,
Jan-80,533,Horse Ridge,8199,8.5,4.5,,,,
Feb-80,533,Horse Ridge,8199,19.1,16.8,,,,
Mar-80,533,Horse Ridge,8199,23.8,22.8,,,,
Apr-80,533,Horse Ridge,8199,28.7,27,,,,
May-80,533,Horse Ridge,8199,31,16.3,,,,
Jun-80,533,Horse Ridge,8199,36.2,0,,,,
Jul-80,533,Horse Ridge,8199,40,0,,,,
Aug-80,533,Horse Ridge,8199,40.7,0,,,,
Sep-80,533,Horse Ridge,8199,41.1,0,,,,
Oct-80,533,Horse Ridge,8199,0,0,,,,
Nov-80,533,Horse Ridge,8199,1.8,1.4,,,,
Dec-80,533,Horse Ridge,8199,3.3,2.8,,,,
Jan-81,533,Horse Ridge,8199,3.7,3.5,,,,
Feb-81,533,Horse Ridge,8199,7.2,7,,,,
Mar-81,533,Horse Ridge,8199,8.8,7.9,,,,
Apr-81,533,Horse Ridge,8199,14.6,12.7,,,,
May-81,533,Horse Ridge,8199,16.8,0,,,,
Jun-81,533,Horse Ridge,8199,22.5,0,,,,
Jul-81,533,Horse Ridge,8199,23.3,0,,,,
Aug-81,533,Horse Ridge,8199,23.3,0,,,,
Sep-81,533,Horse Ridge,8199,23.5,0,,,,
Oct-81,533,Horse Ridge,8199,0,0,,,,
Nov-81,533,Horse Ridge,8199,4.7,0.9,,,,
Dec-81,533,Horse Ridge,8199,7.5,2.5,,,,
Jan-82,533,Horse Ridge,8199,18,15,,,,
Feb-82,533,Horse Ridge,8199,24.5,20.8,,,,
Mar-82,533,Horse Ridge,8199,28.3,23.6,,,,
Apr-82,533,Horse Ridge,8199,36.4,31.7,,,,
May-82,533,Horse Ridge,8199,40.8,29.5,,,,
Jun-82,533,Horse Ridge,8199,42.4,1.2,,,,
Jul-82,533,Horse Ridge,8199,43.1,0,,,,
Aug-82,533,Horse Ridge,8199,45.3,0,,,,
Sep-82,533,Horse Ridge,8199,46,0,,,,
Oct-82,533,Horse Ridge,8199,0,1.9,,,,
Nov-82,533,Horse Ridge,8199,2.5,0.9,,,,
Dec-82,533,Horse Ridge,8199,8.5,5.9,,,,
Jan-83,533,Horse Ridge,8199,12.7,10.9,,,,
Feb-83,533,Horse Ridge,8199,14.6,13.2,,,,
Mar-83,533,Horse Ridge,8199,18.5,18.1,,,,
Apr-83,533,Horse Ridge,8199,23.6,24.6,,,,
May-83,533,Horse Ridge,8199,27.9,26.5,,,,
Jun-83,533,Horse Ridge,8199,34.7,15.6,,,,
Jul-83,533,Horse Ridge,8199,36.1,0.8,,,,
Aug-83,533,Horse Ridge,8199,37.2,0,,,,
Sep-83,533,Horse Ridge,8199,41,0,,,,
Oct-83,533,Horse Ridge,8199,0,0.4,,,,
Nov-83,533,Horse Ridge,8199,3,0,,,,
Dec-83,533,Horse Ridge,8199,11.5,7.5,,,,
Jan-84,533,Horse Ridge,8199,23.6,22.5,,,,
Feb-84,533,Horse Ridge,8199,25.1,26.4,,,,
Mar-84,533,Horse Ridge,8199,27.1,30.6,,,,
Apr-84,533,Horse Ridge,8199,30.5,36.6,,,,
May-84,533,Horse Ridge,8199,34.4,35.6,,,,
Jun-84,533,Horse Ridge,8199,37.8,2.8,,,,
Jul-84,533,Horse Ridge,8199,40.2,0,,,,
Aug-84,533,Horse Ridge,8199,40.7,0,,,,
Sep-84,533,Horse Ridge,8199,42.1,0,,,,
Oct-84,533,Horse Ridge,8199,0,0,,,,
Nov-84,533,Horse Ridge,8199,5.7,3.6,,,,
Dec-84,533,Horse Ridge,8199,11.8,10.1,,,,
Jan-85,533,Horse Ridge,8199,17.6,17.1,,,,
Feb-85,533,Horse Ridge,8199,18.8,18.3,,,,
Mar-85,533,Horse Ridge,8199,21.8,21,,,,
Apr-85,533,Horse Ridge,8199,26.8,29.9,,,,
May-85,533,Horse Ridge,8199,29.7,16.1,,,,
Jun-85,533,Horse Ridge,8199,33.2,0,,,,
Jul-85,533,Horse Ridge,8199,34,0,,,,
Aug-85,533,Horse Ridge,8199,35.8,0,,,,
Sep-85,533,Horse Ridge,8199,35.9,0,,,,
Oct-85,533,Horse Ridge,8199,0,0,,,,
Nov-85,533,Horse Ridge,8199,3.5,0,,,,
Dec-85,533,Horse Ridge,8199,12.2,7.8,,,,
Jan-86,533,Horse Ridge,8199,15.3,10.9,,,,
Feb-86,533,Horse Ridge,8199,18.1,15.9,,,,
Mar-86,533,Horse Ridge,8199,32.8,26.6,,,,
Apr-86,533,Horse Ridge,8199,36.7,22.1,,,,
May-86,533,Horse Ridge,8199,42.8,23.6,,,,
Jun-86,533,Horse Ridge,8199,46.7,3.8,,,,
Jul-86,533,Horse Ridge,8199,46.8,0,,,,
Aug-86,533,Horse Ridge,8199,47.1,0,,,,
Sep-86,533,Horse Ridge,8199,48.7,0,,,,
Oct-86,533,Horse Ridge,8199,0,2.4,,,,
Nov-86,533,Horse Ridge,8199,2.5,0,,,,
Dec-86,533,Horse Ridge,8199,5.3,2,,,,
Jan-87,533,Horse Ridge,8199,6,2.1,,,,
Feb-87,533,Horse Ridge,8199,10.5,8.1,,,,
Mar-87,533,Horse Ridge,8199,12,10,,,,
Apr-87,533,Horse Ridge,8199,15,13,,,,
May-87,533,Horse Ridge,8199,15.9,0,,,,
Jun-87,533,Horse Ridge,8199,19.1,0,,,,
Jul-87,533,Horse Ridge,8199,19.5,0,,,,
Aug-87,533,Horse Ridge,8199,21.2,0,,,,
Sep-87,533,Horse Ridge,8199,21.9,0,,,,
Oct-87,533,Horse Ridge,8199,0,0,,,,
Nov-87,533,Horse Ridge,8199,1.3,0,,,,
Dec-87,533,Horse Ridge,8199,3.5,1.6,,,,
Jan-88,533,Horse Ridge,8199,7.2,5.4,,,,
Feb-88,533,Horse Ridge,8199,12.3,10.8,,,,
Mar-88,533,Horse Ridge,8199,14.7,14.3,,,,
Apr-88,533,Horse Ridge,8199,17.8,16.4,,,,
May-88,533,Horse Ridge,8199,21.3,2.8,,,,
Jun-88,533,Horse Ridge,8199,23.7,0,,,,
Jul-88,533,Horse Ridge,8199,23.9,0,,,,
Aug-88,533,Horse Ridge,8199,24.6,0,,,,
Sep-88,533,Horse Ridge,8199,24.8,0,,,,
Oct-88,533,Horse Ridge,8199,0,0,,,,
Nov-88,533,Horse Ridge,8199,0,0,,,,
Dec-88,533,Horse Ridge,8199,8.5,6.6,,,,
Jan-89,533,Horse Ridge,8199,12.4,11.1,,,,
Feb-89,533,Horse Ridge,8199,16.7,15.4,,,,
Mar-89,533,Horse Ridge,8199,20.5,20.2,,,,
Apr-89,533,Horse Ridge,8199,26.4,25.4,,,,
May-89,533,Horse Ridge,8199,29.8,12.3,,,,
Jun-89,533,Horse Ridge,8199,31.2,0,,,,
Jul-89,533,Horse Ridge,8199,32.5,0,,,,
Aug-89,533,Horse Ridge,8199,32.9,0,,,,
Sep-89,533,Horse Ridge,8199,34.1,0,,,,
Oct-89,533,Horse Ridge,8199,0,0,,,,
Nov-89,533,Horse Ridge,8199,2.4,0.9,,,,
Dec-89,533,Horse Ridge,8199,5.7,2.3,,,,
Jan-90,533,Horse Ridge,8199,6.5,3,,,,
Feb-90,533,Horse Ridge,8199,12.1,10.6,,,,
Mar-90,533,Horse Ridge,8199,15.7,16.1,,,,
Apr-90,533,Horse Ridge,8199,17.9,15.4,,,,
May-90,533,Horse Ridge,8199,22.1,1.5,,,,
Jun-90,533,Horse Ridge,8199,24.4,0,,,,
Jul-90,533,Horse Ridge,8199,26.1,0,,,,
Aug-90,533,Horse Ridge,8199,26.7,0,,,,
Sep-90,533,Horse Ridge,8199,27.3,0,,,,
Oct-90,533,Horse Ridge,8199,0,0,,,,
Nov-90,533,Horse Ridge,8199,2.6,0,,,,
Dec-90,533,Horse Ridge,8199,6.7,4.3,,,,
Jan-91,533,Horse Ridge,8199,11.3,9,,,,
Feb-91,533,Horse Ridge,8199,14.2,12.4,,,,
Mar-91,533,Horse Ridge,8199,17.1,16.2,,,,
Apr-91,533,Horse Ridge,8199,22,22.3,,,,
May-91,533,Horse Ridge,8199,26.1,19,,,,
Jun-91,533,Horse Ridge,8199,30.2,0,,,,
Jul-91,533,Horse Ridge,8199,31.8,0,,,,
Aug-91,533,Horse Ridge,8199,31.8,0,,,,
Sep-91,533,Horse Ridge,8199,33.3,0,,,,
Oct-91,533,Horse Ridge,8199,0,0,,,,
Nov-91,533,Horse Ridge,8199,3,1.9,,,,
Dec-91,533,Horse Ridge,8199,8.3,5.9,,,,
Jan-92,533,Horse Ridge,8199,9.2,6.4,,,,
Feb-92,533,Horse Ridge,8199,10.4,7.6,,,,
Mar-92,533,Horse Ridge,8199,12.8,10.2,,,,
Apr-92,533,Horse Ridge,8199,14.1,7.6,,,,
May-92,533,Horse Ridge,8199,15.6,0,,,,
Jun-92,533,Horse Ridge,8199,16.9,0,,,,
Jul-92,533,Horse Ridge,8199,17.8,0,,,,
Aug-92,533,Horse Ridge,8199,19.6,0,,,,
Sep-92,533,Horse Ridge,8199,20,0,,,,
Oct-92,533,Horse Ridge,8199,0,0,,,,
Nov-92,533,Horse Ridge,8199,3.3,2.6,,,,
Dec-92,533,Horse Ridge,8199,8.3,6.8,,,,
Jan-93,533,Horse Ridge,8199,13.2,11.8,,,,
Feb-93,533,Horse Ridge,8199,18.4,17.8,,,,
Mar-93,533,Horse Ridge,8199,22.7,22.7,,,,
Apr-93,533,Horse Ridge,8199,26.9,25.8,,,,
May-93,533,Horse Ridge,8199,31.1,20.9,,,,
Jun-93,533,Horse Ridge,8199,35.4,0,,,,
Jul-93,533,Horse Ridge,8199,38.5,0,,,,
Aug-93,533,Horse Ridge,8199,40.7,0,,,,
Sep-93,533,Horse Ridge,8199,42.6,0,,,,
Oct-93,533,Horse Ridge,8199,0,0,,,,
Nov-93,533,Horse Ridge,8199,3.1,0,,,,
Dec-93,533,Horse Ridge,8199,5.5,2.2,,,,
Jan-94,533,Horse Ridge,8199,7.3,4.4,,,,
Feb-94,533,Horse Ridge,8199,10.8,8.2,,,,
Mar-94,533,Horse Ridge,8199,17.1,15.6,,,,
Apr-94,533,Horse Ridge,8199,20.9,20.8,,,,
May-94,533,Horse Ridge,8199,25.1,12.7,,,,
Jun-94,533,Horse Ridge,8199,26.2,0,,,,
Jul-94,533,Horse Ridge,8199,26.2,0,,,,
Aug-94,533,Horse Ridge,8199,26.2,0,,,,
Sep-94,533,Horse Ridge,8199,27.3,0,,,,
Oct-94,533,Horse Ridge,8199,0,0,,,,
Nov-94,533,Horse Ridge,8199,4.6,0,,,,
Dec-94,533,Horse Ridge,8199,10.1,5.4,,,,
Jan-95,533,Horse Ridge,8199,13.3,8.5,,,,
Feb-95,533,Horse Ridge,8199,17.9,13.4,,,,
Mar-95,533,Horse Ridge,8199,21.4,17.5,,,,
Apr-95,533,Horse Ridge,8199,28.2,21.9,,,,
May-95,533,Horse Ridge,8199,30.7,17.6,,,,
Jun-95,533,Horse Ridge,8199,34.9,0,,,,
Jul-95,533,Horse Ridge,8199,37.4,0,,,,
Aug-95,533,Horse Ridge,8199,38.1,0,,,,
Sep-95,533,Horse Ridge,8199,38.8,0,,,,
Oct-95,533,Horse Ridge,8199,0,0,,,,
Nov-95,533,Horse Ridge,8199,1.9,0.2,,,,
Dec-95,533,Horse Ridge,8199,5.8,3.2,,,,
Jan-96,533,Horse Ridge,8199,11.9,10.3,,,,
Feb-96,533,Horse Ridge,8199,21.2,20.4,,,,
Mar-96,533,Horse Ridge,8199,26.2,25.2,,,,
Apr-96,533,Horse Ridge,8199,29.7,28.8,,,,
May-96,533,Horse Ridge,8199,33.3,25.5,,,,
Jun-96,533,Horse Ridge,8199,35.3,0,,,,
Jul-96,533,Horse Ridge,8199,35.8,0,,,,
Aug-96,533,Horse Ridge,8199,36.5,0,,,,
Sep-96,533,Horse Ridge,8199,36.5,0,,,,
Oct-96,533,Horse Ridge,8199,0,0,,,,
Nov-96,533,Horse Ridge,8199,2.9,2.3,,,,
Dec-96,533,Horse Ridge,8199,8.3,6,,,,
Jan-97,533,Horse Ridge,8199,22.3,22.1,,,,
Feb-97,533,Horse Ridge,8199,30.9,32.5,,,,
Mar-97,533,Horse Ridge,8199,32.7,35.5,,,,
Apr-97,533,Horse Ridge,8199,35.7,38.1,,,,
May-97,533,Horse Ridge,8199,40.2,33.5,,,,
Jun-97,533,Horse Ridge,8199,43.2,0,,,,
Jul-97,533,Horse Ridge,8199,45.7,0,,,,
Aug-97,533,Horse Ridge,8199,47.1,0,,,,
Sep-97,533,Horse Ridge,8199,50.6,0,,,,
Oct-97,533,Horse Ridge,8199,0,0,,,,
Nov-97,533,Horse Ridge,8199,2.3,0,,,,
Dec-97,533,Horse Ridge,8199,4.9,3.2,,,,
Jan-98,533,Horse Ridge,8199,6.9,5.2,,,,
Feb-98,533,Horse Ridge,8199,16.2,15.6,,,,
Mar-98,533,Horse Ridge,8199,20.4,21.1,,,,
Apr-98,533,Horse Ridge,8199,24.2,22.9,,,,
May-98,533,Horse Ridge,8199,27.2,16.7,,,,
Jun-98,533,Horse Ridge,8199,31.1,0,,,,
Jul-98,533,Horse Ridge,8199,36.2,0,,,,
Aug-98,533,Horse Ridge,8199,37.6,0,,,,
Sep-98,533,Horse Ridge,8199,39.6,0,,,,
Oct-98,533,Horse Ridge,8199,0,0,,,,
Nov-98,533,Horse Ridge,8199,2.2,0,,,,
Dec-98,533,Horse Ridge,8199,5.6,3.6,,,,
Jan-99,533,Horse Ridge,8199,8.3,5.9,,,,
Feb-99,533,Horse Ridge,8199,14.2,13,,,,
Mar-99,533,Horse Ridge,8199,20.2,20.2,,,,
Apr-99,533,Horse Ridge,8199,22.7,20.7,,,,
May-99,533,Horse Ridge,8199,29.3,21.8,,,,
Jun-99,533,Horse Ridge,8199,33.8,0,,,,
Jul-99,533,Horse Ridge,8199,36.4,0,,,,
Aug-99,533,Horse Ridge,8199,37.2,0,,,,
Sep-99,533,Horse Ridge,8199,37.7,0,,,,
Oct-99,533,Horse Ridge,8199,0,0,,,,
Nov-99,533,Horse Ridge,8199,0.2,0,,,,
Dec-99,533,Horse Ridge,8199,1.1,0.8,,,,
Jan-00,533,Horse Ridge,8199,3.6,3.4,,,,
Feb-00,533,Horse Ridge,8199,10.4,11.3,,,,
Mar-00,533,Horse Ridge,8199,15.5,17.7,,,,
Apr-00,533,Horse Ridge,8199,18.9,21.7,,,,
May-00,533,Horse Ridge,8199,21,5.5,,,,
Jun-00,533,Horse Ridge,8199,23.7,0,,,,
Jul-00,533,Horse Ridge,8199,24,0,,,,
Aug-00,533,Horse Ridge,8199,24.4,0,,,,
Sep-00,533,Horse Ridge,8199,27.8,0,,,,
Oct-00,533,Horse Ridge,8199,0,0,,,,
Nov-00,533,Horse Ridge,8199,2.5,0.3,,,,
Dec-00,533,Horse Ridge,8199,5,2.5,,,,
Jan-01,533,Horse Ridge,8199,9.6,6.8,,,,
Feb-01,533,Horse Ridge,8199,10.9,8,,,,
Mar-01,533,Horse Ridge,8199,15,12.8,,,,
