,Date,Station Id,Station Name,Elevation (ft),Precipitation Accumulation (in) Start of Month Values,Precipitation Increment (in),Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),year,month,Longitude,Latitude
17357,May-98,522,Hickerson Park,9122,15.5,2.8,11.6,,,,,1998,May,109.96666666666667,40.9
17358,Jun-98,522,Hickerson Park,9122,18.3,3.5,0.0,,,,,1998,Jun,109.96666666666667,40.9
17359,Jul-98,522,Hickerson Park,9122,21.8,3.8,0.0,,,,,1998,Jul,109.96666666666667,40.9
17360,Aug-98,522,Hickerson Park,9122,25.6,1.5,0.0,,,,,1998,Aug,109.96666666666667,40.9
17361,Sep-98,522,Hickerson Park,9122,27.1,1.8,0.0,,,,,1998,Sep,109.96666666666667,40.9
17362,Oct-98,522,Hickerson Park,9122,0.0,2.7,0.0,,,,,1998,Oct,109.96666666666667,40.9
17363,Nov-98,522,Hickerson Park,9122,2.7,1.3,0.4,,,,,1998,Nov,109.96666666666667,40.9
17364,Dec-98,522,Hickerson Park,9122,4.0,1.0,1.3,,,,,1998,Dec,109.96666666666667,40.9
17365,Jan-99,522,Hickerson Park,9122,5.0,1.5,2.3,,,,,1999,Jan,109.96666666666667,40.9
17366,Feb-99,522,Hickerson Park,9122,6.5,1.7,3.9,,,,,1999,Feb,109.96666666666667,40.9
17367,Mar-99,522,Hickerson Park,9122,8.2,1.2,5.9,,,,,1999,Mar,109.96666666666667,40.9
17368,Apr-99,522,Hickerson Park,9122,9.4,4.3,5.6,,,,,1999,Apr,109.96666666666667,40.9
17369,May-99,522,Hickerson Park,9122,13.7,2.3,6.1,,,,,1999,May,109.96666666666667,40.9
17370,Jun-99,522,Hickerson Park,9122,16.0,1.3,0.0,,,,,1999,Jun,109.96666666666667,40.9
17371,Jul-99,522,Hickerson Park,9122,17.3,1.9,0.0,,,,,1999,Jul,109.96666666666667,40.9
17372,Aug-99,522,Hickerson Park,9122,19.2,2.3,0.0,,,,,1999,Aug,109.96666666666667,40.9
17373,Sep-99,522,Hickerson Park,9122,21.5,1.9,0.0,,,,,1999,Sep,109.96666666666667,40.9
17374,Oct-99,522,Hickerson Park,9122,0.0,0.6,0.0,,,,,1999,Oct,109.96666666666667,40.9
17375,Nov-99,522,Hickerson Park,9122,0.6,0.8,0.0,,,,,1999,Nov,109.96666666666667,40.9
17376,Dec-99,522,Hickerson Park,9122,1.4,1.3,0.9,,,,,1999,Dec,109.96666666666667,40.9
17377,Jan-00,522,Hickerson Park,9122,2.7,1.0,2.1,,,,,2000,Jan,109.96666666666667,40.9
17378,Feb-00,522,Hickerson Park,9122,3.7,2.0,3.0,,,,,2000,Feb,109.96666666666667,40.9
17379,Mar-00,522,Hickerson Park,9122,5.7,2.0,4.9,,,,,2000,Mar,109.96666666666667,40.9
17380,Apr-00,522,Hickerson Park,9122,7.7,2.0,8.0,,,,,2000,Apr,109.96666666666667,40.9
17381,May-00,522,Hickerson Park,9122,9.7,1.6,0.0,,,,,2000,May,109.96666666666667,40.9
17382,Jun-00,522,Hickerson Park,9122,11.3,0.7,0.0,,,,,2000,Jun,109.96666666666667,40.9
17383,Jul-00,522,Hickerson Park,9122,12.0,1.0,0.0,,,,,2000,Jul,109.96666666666667,40.9
17384,Aug-00,522,Hickerson Park,9122,13.0,2.5,0.0,,,,,2000,Aug,109.96666666666667,40.9
17385,Sep-00,522,Hickerson Park,9122,15.5,2.2,0.0,,,,,2000,Sep,109.96666666666667,40.9
17386,Oct-00,522,Hickerson Park,9122,0.0,2.9,0.0,,,,,2000,Oct,109.96666666666667,40.9
17387,Nov-00,522,Hickerson Park,9122,2.9,2.1,0.9,,,,,2000,Nov,109.96666666666667,40.9
17388,Dec-00,522,Hickerson Park,9122,5.0,1.3,1.9,,,,,2000,Dec,109.96666666666667,40.9
17389,Jan-01,522,Hickerson Park,9122,6.3,1.1,3.3,,,,,2001,Jan,109.96666666666667,40.9
17390,Feb-01,522,Hickerson Park,9122,7.4,1.6,4.3,,,,,2001,Feb,109.96666666666667,40.9
17391,Mar-01,522,Hickerson Park,9122,9.0,1.2,6.6,,,,,2001,Mar,109.96666666666667,40.9
17392,Apr-01,522,Hickerson Park,9122,10.2,2.4,7.7,,,,,2001,Apr,109.96666666666667,40.9
17393,May-01,522,Hickerson Park,9122,12.6,3.0,5.5,,,,,2001,May,109.96666666666667,40.9
17394,Jun-01,522,Hickerson Park,9122,15.6,0.4,0.0,,,,,2001,Jun,109.96666666666667,40.9
17395,Jul-01,522,Hickerson Park,9122,16.0,1.7,0.0,,,,,2001,Jul,109.96666666666667,40.9
17396,Aug-01,522,Hickerson Park,9122,17.7,2.3,0.0,,,,,2001,Aug,109.96666666666667,40.9
17397,Sep-01,522,Hickerson Park,9122,20.0,1.2,0.0,0.0,,,,2001,Sep,109.96666666666667,40.9
17398,Oct-01,522,Hickerson Park,9122,0.0,0.8,0.0,0.0,,,,2001,Oct,109.96666666666667,40.9
17399,Nov-01,522,Hickerson Park,9122,0.8,2.1,0.0,0.0,,,,2001,Nov,109.96666666666667,40.9
17400,Dec-01,522,Hickerson Park,9122,2.9,0.9,0.8,10.0,,,,2001,Dec,109.96666666666667,40.9
17401,Jan-02,522,Hickerson Park,9122,3.8,1.3,1.9,15.0,,,,2002,Jan,109.96666666666667,40.9
17402,Feb-02,522,Hickerson Park,9122,5.1,0.7,2.8,18.0,,,,2002,Feb,109.96666666666667,40.9
17403,Mar-02,522,Hickerson Park,9122,5.8,2.4,3.9,23.0,,,,2002,Mar,109.96666666666667,40.9
17404,Apr-02,522,Hickerson Park,9122,8.2,0.5,5.4,19.0,,,,2002,Apr,109.96666666666667,40.9
17405,May-02,522,Hickerson Park,9122,8.7,2.0,0.0,0.0,,,,2002,May,109.96666666666667,40.9
17406,Jun-02,522,Hickerson Park,9122,10.7,0.8,0.0,0.0,,,,2002,Jun,109.96666666666667,40.9
17407,Jul-02,522,Hickerson Park,9122,11.5,2.3,0.0,0.0,,,,2002,Jul,109.96666666666667,40.9
17408,Aug-02,522,Hickerson Park,9122,13.8,0.7,0.0,0.0,,,,2002,Aug,109.96666666666667,40.9
17409,Sep-02,522,Hickerson Park,9122,14.5,2.5,0.0,0.0,,,,2002,Sep,109.96666666666667,40.9
17410,Oct-02,522,Hickerson Park,9122,0.0,2.3,0.5,3.0,,,,2002,Oct,109.96666666666667,40.9
17411,Nov-02,522,Hickerson Park,9122,2.3,0.6,0.5,3.0,,,,2002,Nov,109.96666666666667,40.9
17412,Dec-02,522,Hickerson Park,9122,2.9,0.4,0.9,3.0,,,,2002,Dec,109.96666666666667,40.9
17413,Jan-03,522,Hickerson Park,9122,3.3,1.2,1.1,6.0,,,,2003,Jan,109.96666666666667,40.9
17414,Feb-03,522,Hickerson Park,9122,4.5,1.2,2.0,7.0,,,,2003,Feb,109.96666666666667,40.9
17415,Mar-03,522,Hickerson Park,9122,5.7,2.7,3.7,19.0,,,,2003,Mar,109.96666666666667,40.9
17416,Apr-03,522,Hickerson Park,9122,8.4,1.2,6.9,20.0,,,,2003,Apr,109.96666666666667,40.9
17417,May-03,522,Hickerson Park,9122,9.6,3.4,0.0,0.0,,,,2003,May,109.96666666666667,40.9
17418,Jun-03,522,Hickerson Park,9122,13.0,3.3,0.0,0.0,,,,2003,Jun,109.96666666666667,40.9
17419,Jul-03,522,Hickerson Park,9122,16.3,0.8,0.0,0.0,,,,2003,Jul,109.96666666666667,40.9
17420,Aug-03,522,Hickerson Park,9122,17.1,3.4,0.0,0.0,,,,2003,Aug,109.96666666666667,40.9
17421,Sep-03,522,Hickerson Park,9122,20.5,1.0,0.0,0.0,,,,2003,Sep,109.96666666666667,40.9
17422,Oct-03,522,Hickerson Park,9122,0.0,1.8,0.0,0.0,,,,2003,Oct,109.96666666666667,40.9
17423,Nov-03,522,Hickerson Park,9122,1.8,2.3,0.5,5.0,,,,2003,Nov,109.96666666666667,40.9
17424,Dec-03,522,Hickerson Park,9122,4.1,0.8,1.6,9.0,,,,2003,Dec,109.96666666666667,40.9
17425,Jan-04,522,Hickerson Park,9122,4.9,0.2,2.8,18.0,,,,2004,Jan,109.96666666666667,40.9
17426,Feb-04,522,Hickerson Park,9122,5.1,3.1,3.0,18.0,,,,2004,Feb,109.96666666666667,40.9
17427,Mar-04,522,Hickerson Park,9122,8.2,0.5,6.4,39.0,,,,2004,Mar,109.96666666666667,40.9
17428,Apr-04,522,Hickerson Park,9122,8.7,3.2,2.7,9.0,,,,2004,Apr,109.96666666666667,40.9
17429,May-04,522,Hickerson Park,9122,11.9,0.9,0.4,3.0,,,,2004,May,109.96666666666667,40.9
17430,Jun-04,522,Hickerson Park,9122,12.8,2.7,0.0,0.0,,,,2004,Jun,109.96666666666667,40.9
17431,Jul-04,522,Hickerson Park,9122,15.5,2.5,0.0,0.0,,,,2004,Jul,109.96666666666667,40.9
17432,Aug-04,522,Hickerson Park,9122,18.0,1.4,0.0,0.0,,,,2004,Aug,109.96666666666667,40.9
17433,Sep-04,522,Hickerson Park,9122,19.4,2.3,0.0,0.0,,,,2004,Sep,109.96666666666667,40.9
17434,Oct-04,522,Hickerson Park,9122,0.0,3.5,0.0,0.0,,,,2004,Oct,109.96666666666667,40.9
17435,Nov-04,522,Hickerson Park,9122,3.5,2.0,1.5,6.0,,,,2004,Nov,109.96666666666667,40.9
17436,Dec-04,522,Hickerson Park,9122,5.5,1.3,3.4,18.0,,,,2004,Dec,109.96666666666667,40.9
17437,Jan-05,522,Hickerson Park,9122,6.8,1.5,4.4,21.0,,,,2005,Jan,109.96666666666667,40.9
17438,Feb-05,522,Hickerson Park,9122,8.3,1.1,6.1,27.0,,,,2005,Feb,109.96666666666667,40.9
17439,Mar-05,522,Hickerson Park,9122,9.4,1.5,7.1,30.0,,,,2005,Mar,109.96666666666667,40.9
17440,Apr-05,522,Hickerson Park,9122,10.9,0.9,8.9,29.0,,,,2005,Apr,109.96666666666667,40.9
17441,May-05,522,Hickerson Park,9122,11.8,2.3,2.8,9.0,,,,2005,May,109.96666666666667,40.9
17442,Jun-05,522,Hickerson Park,9122,14.1,1.8,0.0,0.0,,,,2005,Jun,109.96666666666667,40.9
17443,Jul-05,522,Hickerson Park,9122,15.9,1.5,0.0,0.0,,,,2005,Jul,109.96666666666667,40.9
17444,Aug-05,522,Hickerson Park,9122,17.4,1.8,0.0,0.0,,,,2005,Aug,109.96666666666667,40.9
17445,Sep-05,522,Hickerson Park,9122,19.2,1.5,0.0,0.0,,,,2005,Sep,109.96666666666667,40.9
17446,Oct-05,522,Hickerson Park,9122,0.0,1.3,0.0,0.0,,,,2005,Oct,109.96666666666667,40.9
17447,Nov-05,522,Hickerson Park,9122,1.3,1.4,0.0,0.0,,,,2005,Nov,109.96666666666667,40.9
17448,Dec-05,522,Hickerson Park,9122,2.7,0.9,0.6,9.0,,,,2005,Dec,109.96666666666667,40.9
17449,Jan-06,522,Hickerson Park,9122,3.6,1.3,1.4,11.0,,,,2006,Jan,109.96666666666667,40.9
17450,Feb-06,522,Hickerson Park,9122,4.9,0.8,2.7,20.0,,,,2006,Feb,109.96666666666667,40.9
17451,Mar-06,522,Hickerson Park,9122,5.7,2.3,3.5,19.0,,,,2006,Mar,109.96666666666667,40.9
17452,Apr-06,522,Hickerson Park,9122,8.0,1.6,5.6,23.0,,,,2006,Apr,109.96666666666667,40.9
17453,May-06,522,Hickerson Park,9122,9.6,1.4,0.0,0.0,,,,2006,May,109.96666666666667,40.9
17454,Jun-06,522,Hickerson Park,9122,11.0,1.0,0.0,0.0,,,,2006,Jun,109.96666666666667,40.9
17455,Jul-06,522,Hickerson Park,9122,12.0,2.6,0.0,0.0,60.0,83.0,38.0,2006,Jul,109.96666666666667,40.9
17456,Aug-06,522,Hickerson Park,9122,14.6,2.1,0.0,0.0,54.0,77.0,32.0,2006,Aug,109.96666666666667,40.9
17457,Sep-06,522,Hickerson Park,9122,16.7,2.2,0.0,0.0,45.0,70.0,21.0,2006,Sep,109.96666666666667,40.9
17458,Oct-06,522,Hickerson Park,9122,0.0,2.8,0.0,0.0,36.0,63.0,10.0,2006,Oct,109.96666666666667,40.9
17459,Nov-06,522,Hickerson Park,9122,2.8,1.3,0.9,5.0,29.0,59.0,-11.0,2006,Nov,109.96666666666667,40.9
17460,Dec-06,522,Hickerson Park,9122,4.1,1.9,1.4,6.0,23.0,51.0,-10.0,2006,Dec,109.96666666666667,40.9
17461,Jan-07,522,Hickerson Park,9122,6.0,1.4,3.3,23.0,18.0,50.0,-21.0,2007,Jan,109.96666666666667,40.9
17462,Feb-07,522,Hickerson Park,9122,7.4,1.1,4.6,29.0,24.0,55.0,-13.0,2007,Feb,109.96666666666667,40.9
17463,Mar-07,522,Hickerson Park,9122,8.5,1.9,5.9,29.0,32.0,58.0,-15.0,2007,Mar,109.96666666666667,40.9
17464,Apr-07,522,Hickerson Park,9122,10.4,1.6,6.0,27.0,36.0,67.0,8.0,2007,Apr,109.96666666666667,40.9
17465,May-07,522,Hickerson Park,9122,12.0,2.8,0.0,0.0,44.0,67.0,14.0,2007,May,109.96666666666667,40.9
17466,Jun-07,522,Hickerson Park,9122,14.8,0.2,0.0,0.0,55.0,80.0,28.0,2007,Jun,109.96666666666667,40.9
17467,Jul-07,522,Hickerson Park,9122,15.0,1.1,0.0,0.0,61.0,82.0,39.0,2007,Jul,109.96666666666667,40.9
17468,Aug-07,522,Hickerson Park,9122,16.1,2.5,0.0,0.0,58.0,81.0,33.0,2007,Aug,109.96666666666667,40.9
17469,Sep-07,522,Hickerson Park,9122,18.6,2.9,0.0,0.0,48.0,73.0,14.0,2007,Sep,109.96666666666667,40.9
17470,Oct-07,522,Hickerson Park,9122,0.0,2.7,0.0,0.0,40.0,68.0,8.0,2007,Oct,109.96666666666667,40.9
17471,Nov-07,522,Hickerson Park,9122,2.7,0.3,0.0,0.0,31.0,58.0,-5.0,2007,Nov,109.96666666666667,40.9
17472,Dec-07,522,Hickerson Park,9122,3.0,1.4,0.2,3.0,17.0,52.0,-17.0,2007,Dec,109.96666666666667,40.9
17473,Jan-08,522,Hickerson Park,9122,4.4,1.8,1.7,11.0,17.0,50.0,-15.0,2008,Jan,109.96666666666667,40.9
17474,Feb-08,522,Hickerson Park,9122,6.2,2.1,3.6,19.0,22.0,53.0,-11.0,2008,Feb,109.96666666666667,40.9
17475,Mar-08,522,Hickerson Park,9122,8.3,1.8,6.1,26.0,24.0,51.0,-3.0,2008,Mar,109.96666666666667,40.9
17476,Apr-08,522,Hickerson Park,9122,10.1,1.0,7.8,30.0,30.0,60.0,-10.0,2008,Apr,109.96666666666667,40.9
17477,May-08,522,Hickerson Park,9122,11.1,1.7,4.2,13.0,40.0,72.0,15.0,2008,May,109.96666666666667,40.9
17478,Jun-08,522,Hickerson Park,9122,12.8,2.2,0.0,0.0,50.0,74.0,24.0,2008,Jun,109.96666666666667,40.9
17479,Jul-08,522,Hickerson Park,9122,15.0,3.0,0.0,0.0,58.0,77.0,31.0,2008,Jul,109.96666666666667,40.9
17480,Aug-08,522,Hickerson Park,9122,18.0,2.3,0.0,0.0,56.0,78.0,31.0,2008,Aug,109.96666666666667,40.9
17481,Sep-08,522,Hickerson Park,9122,20.3,1.9,0.0,0.0,47.0,68.0,21.0,2008,Sep,109.96666666666667,40.9
17482,Oct-08,522,Hickerson Park,9122,0.0,1.3,0.0,0.0,39.0,66.0,3.0,2008,Oct,109.96666666666667,40.9
17483,Nov-08,522,Hickerson Park,9122,1.3,0.8,0.0,0.0,32.0,60.0,7.0,2008,Nov,109.96666666666667,40.9
17484,Dec-08,522,Hickerson Park,9122,2.1,1.5,0.0,0.0,21.0,51.0,-16.0,2008,Dec,109.96666666666667,40.9
17485,Jan-09,522,Hickerson Park,9122,3.6,0.9,1.5,11.0,25.0,58.0,-8.0,2009,Jan,109.96666666666667,40.9
17486,Feb-09,522,Hickerson Park,9122,4.5,0.9,2.3,15.0,23.0,50.0,-10.0,2009,Feb,109.96666666666667,40.9
17487,Mar-09,522,Hickerson Park,9122,5.4,1.9,3.3,16.0,27.0,55.0,-8.0,2009,Mar,109.96666666666667,40.9
17488,Apr-09,522,Hickerson Park,9122,7.3,5.7,4.2,20.0,33.0,62.0,-2.0,2009,Apr,109.96666666666667,40.9
17489,May-09,522,Hickerson Park,9122,13.0,1.5,4.3,15.0,44.0,73.0,19.0,2009,May,109.96666666666667,40.9
17490,Jun-09,522,Hickerson Park,9122,14.5,3.6,0.0,0.0,46.0,71.0,27.0,2009,Jun,109.96666666666667,40.9
17491,Jul-09,522,Hickerson Park,9122,18.1,3.3,0.0,0.0,56.0,77.0,33.0,2009,Jul,109.96666666666667,40.9
17492,Aug-09,522,Hickerson Park,9122,21.4,1.7,0.0,0.0,53.0,80.0,28.0,2009,Aug,109.96666666666667,40.9
17493,Sep-09,522,Hickerson Park,9122,23.1,1.7,0.0,0.0,50.0,72.0,22.0,2009,Sep,109.96666666666667,40.9
17494,Oct-09,522,Hickerson Park,9122,0.0,3.1,0.0,0.0,33.0,63.0,8.0,2009,Oct,109.96666666666667,40.9
17495,Nov-09,522,Hickerson Park,9122,3.1,0.7,2.3,16.0,30.0,62.0,-3.0,2009,Nov,109.96666666666667,40.9
17496,Dec-09,522,Hickerson Park,9122,3.8,1.1,2.1,10.0,16.0,46.0,-25.0,2009,Dec,109.96666666666667,40.9
17497,Jan-10,522,Hickerson Park,9122,4.9,0.4,3.2,17.0,23.0,51.0,-4.0,2010,Jan,109.96666666666667,40.9
17498,Feb-10,522,Hickerson Park,9122,5.3,1.7,3.6,20.0,19.0,46.0,-10.0,2010,Feb,109.96666666666667,40.9
17499,Mar-10,522,Hickerson Park,9122,7.0,3.6,5.2,26.0,27.0,54.0,-7.0,2010,Mar,109.96666666666667,40.9
17500,Apr-10,522,Hickerson Park,9122,10.6,2.6,8.5,37.0,33.0,58.0,4.0,2010,Apr,109.96666666666667,40.9
17501,May-10,522,Hickerson Park,9122,13.2,2.9,5.7,20.0,37.0,64.0,10.0,2010,May,109.96666666666667,40.9
17502,Jun-10,522,Hickerson Park,9122,16.1,1.8,0.0,0.0,51.0,77.0,27.0,2010,Jun,109.96666666666667,40.9
17503,Jul-10,522,Hickerson Park,9122,17.9,2.7,0.0,0.0,57.0,80.0,31.0,2010,Jul,109.96666666666667,40.9
17504,Aug-10,522,Hickerson Park,9122,20.6,4.6,0.0,0.0,54.0,76.0,30.0,2010,Aug,109.96666666666667,40.9
17505,Sep-10,522,Hickerson Park,9122,25.2,0.6,0.0,0.0,51.0,74.0,20.0,2010,Sep,109.96666666666667,40.9
17506,Oct-10,522,Hickerson Park,9122,0.0,1.4,0.0,0.0,40.0,71.0,9.0,2010,Oct,109.96666666666667,40.9
17507,Nov-10,522,Hickerson Park,9122,1.4,1.7,0.0,0.0,26.0,60.0,-16.0,2010,Nov,109.96666666666667,40.9
17508,Dec-10,522,Hickerson Park,9122,3.1,1.9,1.2,12.0,24.0,52.0,-26.0,2010,Dec,109.96666666666667,40.9
17509,Jan-11,522,Hickerson Park,9122,5.0,1.0,3.1,22.0,22.0,49.0,-23.0,2011,Jan,109.96666666666667,40.9
17510,Feb-11,522,Hickerson Park,9122,6.0,2.2,4.2,31.0,20.0,52.0,-14.0,2011,Feb,109.96666666666667,40.9
17511,Mar-11,522,Hickerson Park,9122,8.2,2.0,6.5,32.0,28.0,53.0,-5.0,2011,Mar,109.96666666666667,40.9
17512,Apr-11,522,Hickerson Park,9122,10.2,2.8,8.7,31.0,31.0,57.0,7.0,2011,Apr,109.96666666666667,40.9
17513,May-11,522,Hickerson Park,9122,13.0,5.8,4.9,17.0,38.0,62.0,0.0,2011,May,109.96666666666667,40.9
17514,Jun-11,522,Hickerson Park,9122,18.8,1.5,0.0,0.0,50.0,76.0,21.0,2011,Jun,109.96666666666667,40.9
17515,Jul-11,522,Hickerson Park,9122,20.3,2.3,0.0,0.0,56.0,80.0,35.0,2011,Jul,109.96666666666667,40.9
17516,Aug-11,522,Hickerson Park,9122,22.6,2.4,0.0,0.0,57.0,78.0,35.0,2011,Aug,109.96666666666667,40.9
17517,Sep-11,522,Hickerson Park,9122,25.0,1.6,0.0,0.0,48.0,72.0,29.0,2011,Sep,109.96666666666667,40.9
17518,Oct-11,522,Hickerson Park,9122,0.0,3.6,0.0,0.0,,,,2011,Oct,109.96666666666667,40.9
17519,Nov-11,522,Hickerson Park,9122,3.6,2.3,0.0,0.0,26.0,54.0,-3.0,2011,Nov,109.96666666666667,40.9
17520,Dec-11,522,Hickerson Park,9122,5.9,1.9,2.4,25.0,21.0,51.0,-21.0,2011,Dec,109.96666666666667,40.9
17521,Jan-12,522,Hickerson Park,9122,7.8,0.8,4.7,25.0,24.0,53.0,-22.0,2012,Jan,109.96666666666667,40.9
17522,Feb-12,522,Hickerson Park,9122,8.6,2.1,5.5,27.0,19.0,49.0,-11.0,2012,Feb,109.96666666666667,40.9
17523,Mar-12,522,Hickerson Park,9122,10.7,1.4,8.1,39.0,32.0,58.0,-8.0,2012,Mar,109.96666666666667,40.9
17524,Apr-12,522,Hickerson Park,9122,12.1,2.0,4.4,13.0,38.0,66.0,3.0,2012,Apr,109.96666666666667,40.9
17525,May-12,522,Hickerson Park,9122,14.1,0.2,0.0,0.0,44.0,70.0,14.0,2012,May,109.96666666666667,40.9
17526,Jun-12,522,Hickerson Park,9122,14.3,0.1,0.0,0.0,55.0,79.0,20.0,2012,Jun,109.96666666666667,40.9
17527,Jul-12,522,Hickerson Park,9122,14.4,2.7,0.0,0.0,58.0,80.0,39.0,2012,Jul,109.96666666666667,40.9
17528,Aug-12,522,Hickerson Park,9122,17.1,0.5,0.0,0.0,59.0,81.0,36.0,2012,Aug,109.96666666666667,40.9
17529,Sep-12,522,Hickerson Park,9122,17.6,1.1,0.0,0.0,50.0,73.0,26.0,2012,Sep,109.96666666666667,40.9
17530,Oct-12,522,Hickerson Park,9122,0.0,1.5,0.0,0.0,39.0,67.0,-1.0,2012,Oct,109.96666666666667,40.9
17531,Nov-12,522,Hickerson Park,9122,1.5,1.2,0.0,0.0,31.0,58.0,-3.0,2012,Nov,109.96666666666667,40.9
17532,Dec-12,522,Hickerson Park,9122,2.7,1.7,0.9,5.0,20.0,49.0,-13.0,2012,Dec,109.96666666666667,40.9
17533,Jan-13,522,Hickerson Park,9122,4.4,1.1,2.8,17.0,20.0,54.0,-27.0,2013,Jan,109.96666666666667,40.9
17534,Feb-13,522,Hickerson Park,9122,5.5,0.8,3.8,21.0,20.0,45.0,-9.0,2013,Feb,109.96666666666667,40.9
17535,Mar-13,522,Hickerson Park,9122,6.3,2.0,4.9,25.0,28.0,57.0,-15.0,2013,Mar,109.96666666666667,40.9
17536,Apr-13,522,Hickerson Park,9122,8.3,3.6,5.4,21.0,31.0,61.0,3.0,2013,Apr,109.96666666666667,40.9
17537,May-13,522,Hickerson Park,9122,11.9,1.9,6.1,17.0,42.0,69.0,2.0,2013,May,109.96666666666667,40.9
17538,Jun-13,522,Hickerson Park,9122,13.8,0.1,0.0,0.0,55.0,79.0,24.0,2013,Jun,109.96666666666667,40.9
17539,Jul-13,522,Hickerson Park,9122,13.9,2.0,0.0,0.0,59.0,81.0,39.0,2013,Jul,109.96666666666667,40.9
17540,Aug-13,522,Hickerson Park,9122,15.9,1.1,0.0,0.0,57.0,78.0,36.0,2013,Aug,109.96666666666667,40.9
17541,Sep-13,522,Hickerson Park,9122,17.0,2.6,0.0,0.0,48.0,77.0,12.0,2013,Sep,109.96666666666667,40.9
17542,Oct-13,522,Hickerson Park,9122,0.0,2.5,0.0,0.0,35.0,65.0,8.0,2013,Oct,109.96666666666667,40.9
17543,Nov-13,522,Hickerson Park,9122,2.5,1.2,1.3,4.0,28.0,57.0,-3.0,2013,Nov,109.96666666666667,40.9
17544,Dec-13,522,Hickerson Park,9122,3.7,1.5,2.2,7.0,21.0,51.0,-32.0,2013,Dec,109.96666666666667,40.9
17545,Jan-14,522,Hickerson Park,9122,5.2,1.1,3.7,17.0,25.0,50.0,-8.0,2014,Jan,109.96666666666667,40.9
17546,Feb-14,522,Hickerson Park,9122,6.3,1.1,4.8,22.0,25.0,50.0,-15.0,2014,Feb,109.96666666666667,40.9
17547,Mar-14,522,Hickerson Park,9122,7.4,1.4,6.1,23.0,29.0,58.0,-8.0,2014,Mar,109.96666666666667,40.9
17548,Apr-14,522,Hickerson Park,9122,8.8,0.7,7.4,23.0,34.0,60.0,-6.0,2014,Apr,109.96666666666667,40.9
17549,May-14,522,Hickerson Park,9122,9.5,3.2,0.0,0.0,44.0,71.0,16.0,2014,May,109.96666666666667,40.9
17550,Jun-14,522,Hickerson Park,9122,12.7,0.6,0.0,0.0,50.0,71.0,26.0,2014,Jun,109.96666666666667,40.9
17551,Jul-14,522,Hickerson Park,9122,13.3,2.3,0.0,0.0,59.0,82.0,28.0,2014,Jul,109.96666666666667,40.9
17552,Aug-14,522,Hickerson Park,9122,15.6,4.6,0.0,0.0,52.0,76.0,31.0,2014,Aug,109.96666666666667,40.9
17553,Sep-14,522,Hickerson Park,9122,20.2,3.0,0.0,0.0,49.0,73.0,20.0,2014,Sep,109.96666666666667,40.9
17554,Oct-14,522,Hickerson Park,9122,0.0,0.6,0.0,0.0,41.0,63.0,9.0,2014,Oct,109.96666666666667,40.9
17555,Nov-14,522,Hickerson Park,9122,0.6,2.3,0.0,0.0,28.0,58.0,-20.0,2014,Nov,109.96666666666667,40.9
17556,Dec-14,522,Hickerson Park,9122,2.9,1.3,2.3,8.0,21.0,51.0,-27.0,2014,Dec,109.96666666666667,40.9
17557,Jan-15,522,Hickerson Park,9122,4.2,0.8,3.6,17.0,28.0,58.0,-11.0,2015,Jan,109.96666666666667,40.9
17558,Feb-15,522,Hickerson Park,9122,5.0,0.6,4.3,18.0,28.0,57.0,-15.0,2015,Feb,109.96666666666667,40.9
17559,Mar-15,522,Hickerson Park,9122,5.6,0.5,5.1,23.0,34.0,62.0,-1.0,2015,Mar,109.96666666666667,40.9
17560,Apr-15,522,Hickerson Park,9122,6.1,4.0,0.0,0.0,35.0,62.0,-1.0,2015,Apr,109.96666666666667,40.9
17561,May-15,522,Hickerson Park,9122,10.1,5.5,0.0,0.0,40.0,67.0,18.0,2015,May,109.96666666666667,40.9
17562,Jun-15,522,Hickerson Park,9122,15.6,1.2,0.0,0.0,55.0,79.0,31.0,2015,Jun,109.96666666666667,40.9
17563,Jul-15,522,Hickerson Park,9122,16.8,3.7,0.0,0.0,54.0,76.0,28.0,2015,Jul,109.96666666666667,40.9
17564,Aug-15,522,Hickerson Park,9122,20.5,1.6,0.0,0.0,55.0,78.0,30.0,2015,Aug,109.96666666666667,40.9
17565,Sep-15,522,Hickerson Park,9122,22.1,1.2,0.0,0.0,51.0,75.0,24.0,2015,Sep,109.96666666666667,40.9
17566,Oct-15,522,Hickerson Park,9122,0.0,1.1,0.0,0.0,42.0,69.0,13.0,2015,Oct,109.96666666666667,40.9
17567,Nov-15,522,Hickerson Park,9122,1.1,2.4,0.0,0.0,25.0,58.0,-11.0,2015,Nov,109.96666666666667,40.9
17568,Dec-15,522,Hickerson Park,9122,3.5,1.4,2.7,16.0,19.0,57.0,-17.0,2015,Dec,109.96666666666667,40.9
17569,Jan-16,522,Hickerson Park,9122,4.9,2.0,4.1,22.0,23.0,50.0,-17.0,2016,Jan,109.96666666666667,40.9
17570,Feb-16,522,Hickerson Park,9122,6.9,1.6,6.3,32.0,27.0,55.0,-12.0,2016,Feb,109.96666666666667,40.9
17571,Mar-16,522,Hickerson Park,9122,8.5,3.2,8.8,30.0,29.0,55.0,-3.0,2016,Mar,109.96666666666667,40.9
